RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,141,90,51,5,135,100,35,5
2,152,89,63,5,111,81,30,5
3,145,90,55,5,122,86,36,5
4,150,90,60,5,143,106,37,5
5,142,89,53,5,92,75,17,5
6,149,89,60,5,94,71,23,5
7,134,89,45,5,118,88,30,5
8,131,89,42,5,102,76,26,5
9,142,89,53,5,108,80,28,5
10,145,90,55,5,107,76,31,5
