RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,64,45,19,5,83,64,19,5
2,55,42,13,5,85,68,17,5
3,73,47,26,5,67,55,12,5
4,63,45,18,5,81,64,17,5
5,61,40,21,5,72,55,17,5
6,64,41,23,5,57,44,13,5
7,59,38,21,5,73,58,15,5
8,66,46,20,5,77,62,15,5
9,53,36,17,5,66,52,14,5
10,61,38,23,5,81,58,23,5
