RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,117,43,0.87,55,33,22,0.0,4592,3216,1320,792,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
2,160,121,39,0.69,56,32,24,0.0,4384,3168,1344,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
3,160,121,39,0.62,53,31,22,0.0,4136,3120,1272,744,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
4,160,127,33,0.78,58,31,27,0.0,4544,3560,1392,744,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
5,160,117,43,0.61,57,32,25,0.0,4128,3024,1368,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
6,160,120,40,0.79,52,32,20,0.02,4336,3280,1248,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
7,160,119,41,0.79,55,32,23,0.0,4336,3248,1320,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
8,160,122,38,0.71,47,30,17,0.0,4208,3240,1128,720,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
9,160,124,36,0.89,46,31,15,0.0,4392,3392,1104,744,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
10,160,121,39,0.71,47,32,15,0.0,4256,3176,1128,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
11,160,118,42,0.62,50,34,16,0.0,4216,3048,1200,816,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
12,160,122,38,0.72,53,32,21,0.0,4280,3208,1272,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
13,160,121,39,0.67,50,33,17,0.02,4288,3216,1200,792,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
14,160,115,45,0.72,51,32,19,0.0,4312,3152,1224,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
15,160,120,40,0.7,57,32,25,0.0,4328,3216,1368,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
16,160,124,36,0.78,54,30,24,0.0,4392,3472,1296,720,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
17,160,117,43,0.71,54,30,24,0.0,4280,3128,1296,720,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
18,160,126,34,0.61,54,30,24,0.0,4096,3240,1296,720,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
19,160,114,46,0.72,61,31,30,0.0,4272,3056,1464,744,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
20,160,126,34,0.85,56,32,24,0.0,4384,3440,1344,768,2,0,51,5,241227-101030_Run_1_Idx_54920,2000,0,4.9999999999999996e-05,20000000,1,0
