RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,45,23,22,2.93,31,16,15,0.0,13408,6296,1880,920,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
2,40,22,18,2.5,30,14,16,0.0,12128,5784,1832,808,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
3,39,24,15,1.54,30,15,15,0.0,7976,4952,1752,856,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
4,33,23,10,2.36,27,13,14,0.0,8920,5880,1664,784,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
5,40,24,16,1.75,27,14,13,0.0,10672,5560,1552,800,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
6,37,23,14,1.89,26,15,11,0.0,12016,5496,1432,840,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
7,44,24,20,1.68,25,17,8,0.0,11880,5752,1488,1024,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
8,40,23,17,1.65,24,19,5,0.0,9416,5288,1392,1136,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
9,36,23,13,1.94,19,18,1,0.0,8960,5432,1168,1104,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
10,38,23,15,2.0,22,19,3,0.0,11088,5840,1360,1168,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
11,35,21,14,2.0,24,19,5,0.0,10968,5448,1504,1184,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
12,39,23,16,2.05,21,18,3,0.0,9824,6048,1248,1072,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
13,37,23,14,1.78,22,19,3,0.0,9728,5208,1352,1160,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
14,36,20,16,1.86,26,16,10,0.0,11264,5272,1664,1024,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
15,34,23,11,1.82,29,19,10,0.0,6808,4912,1808,1168,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
16,36,22,14,1.92,29,17,12,0.0,9064,5344,1840,1072,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
17,43,23,20,1.33,31,18,13,0.0,10520,4712,1952,1120,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
18,43,23,20,1.23,31,18,13,0.0,9488,4440,1928,1096,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
19,48,21,27,1.31,32,18,14,0.0,12160,5032,1936,1040,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
20,37,21,16,1.81,31,16,15,0.0,10176,5288,1928,968,7,5000000,51,5,241228-130236_Run_3_Idx_6306,2000,5000000,4.9999999999999996e-05,10000000,1,0
