,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
24,5,45,14,31,22.69,13,4,9,24.0,97368,32360,39744,13200,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1947360.0,647200.0,794880.0,264000.0,0.6888888888888889,0.6923076923076923
25,6,46,14,32,23.76,13,4,9,24.46,108768,31976,36576,12600,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2175360.0,639520.0,731520.0,252000.0,0.6956521739130435,0.6923076923076923
26,7,46,15,31,23.76,9,3,6,23.56,103288,34704,23360,9104,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2065760.0,694080.0,467200.0,182080.0,0.6739130434782609,0.6666666666666666
27,8,46,15,31,24.2,9,3,6,23.78,100416,31464,22592,9104,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2008320.0,629280.0,451840.0,182080.0,0.6739130434782609,0.6666666666666666
28,9,43,15,28,23.3,9,3,6,23.56,88024,30120,21224,7736,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1760480.0,602400.0,424480.0,154720.0,0.6511627906976745,0.6666666666666666
29,10,44,14,30,23.09,7,2,5,22.57,94008,28536,18864,4752,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1880160.0,570720.0,377280.0,95040.0,0.6818181818181818,0.7142857142857143
30,11,42,14,28,23.64,11,3,8,24.36,94640,30280,28728,7992,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1892800.0,605600.0,574560.0,159840.0,0.6666666666666666,0.7272727272727273
31,12,42,13,29,23.79,8,2,6,23.12,87952,26680,19008,4752,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1759040.0,533600.0,380160.0,95040.0,0.6904761904761905,0.75
32,13,42,14,28,23.05,12,3,9,24.58,81056,26120,27520,6880,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1621120.0,522400.0,550400.0,137600.0,0.6666666666666666,0.75
33,14,41,15,26,21.98,12,3,9,22.0,75016,25344,19584,4896,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,1500320.0,506880.0,391680.0,97920.0,0.6341463414634146,0.75
34,15,46,15,31,23.09,8,2,6,23.38,106648,31664,19008,4752,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2132960.0,633280.0,380160.0,95040.0,0.6739130434782609,0.75
35,16,49,16,33,23.24,12,3,9,22.17,117528,36768,18560,4640,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2350560.0,735360.0,371200.0,92800.0,0.673469387755102,0.75
36,17,51,15,36,22.82,10,3,7,21.2,124288,38456,19296,4896,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2485760.0,769120.0,385920.0,97920.0,0.7058823529411765,0.7
37,18,45,15,30,23.87,11,3,8,21.91,132520,41608,19320,4856,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2650400.0,832160.0,386400.0,97120.0,0.6666666666666666,0.7272727272727273
38,19,48,16,32,23.04,9,3,6,23.22,124960,36976,22592,9104,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2499200.0,739520.0,451840.0,182080.0,0.6666666666666666,0.6666666666666666
39,20,46,15,31,22.83,9,3,6,22.89,136576,39552,23360,9104,14,5000000,51,5,241220-070535,2560,5000000,9.9e-06,10000000,2731520.0,791040.0,467200.0,182080.0,0.6739130434782609,0.6666666666666666
40,1,42,16,26,21.93,13,4,9,20.77,109176,35952,24192,9504,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2183520.0,719040.0,483840.0,190080.0,0.6190476190476191,0.6923076923076923
41,2,44,16,28,23.16,13,4,9,18.23,113896,36536,24192,9504,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2277920.0,730720.0,483840.0,190080.0,0.6363636363636364,0.6923076923076923
42,3,41,15,26,22.22,13,4,9,18.46,102632,32000,24576,9600,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2052640.0,640000.0,491520.0,192000.0,0.6341463414634146,0.6923076923076923
43,4,37,14,23,22.43,13,4,9,18.31,96064,30552,23552,9344,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1921280.0,611040.0,471040.0,186880.0,0.6216216216216216,0.6923076923076923
44,5,44,16,28,21.93,13,4,9,18.15,112176,35080,23168,9248,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2243520.0,701600.0,463360.0,184960.0,0.6363636363636364,0.6923076923076923
45,6,41,16,25,21.51,13,4,9,20.31,102776,34192,19328,8096,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2055520.0,683840.0,386560.0,161920.0,0.6097560975609756,0.6923076923076923
46,7,40,15,25,22.08,12,4,8,21.83,88416,29088,16088,8352,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1768320.0,581760.0,321760.0,167040.0,0.625,0.6666666666666666
47,8,43,16,27,22.53,8,3,5,20.0,93808,30832,19008,9360,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1876160.0,616640.0,380160.0,187200.0,0.627906976744186,0.625
48,9,43,16,27,22.12,8,3,5,22.88,102848,30504,18240,9104,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2056960.0,610080.0,364800.0,182080.0,0.627906976744186,0.625
49,10,40,15,25,20.42,12,4,8,21.92,99936,32912,37056,13808,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1998720.0,658240.0,741120.0,276160.0,0.625,0.6666666666666666
