RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,160,123,37,24.78,52,36,16,26.54,82864,77152,37504,29864,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
2,160,126,34,24.73,53,35,18,26.89,85072,79904,35816,27520,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
3,160,124,36,24.36,54,37,17,26.33,81648,76104,38368,30280,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
4,160,126,34,24.6,57,37,20,26.47,91088,86128,38808,29760,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
5,160,125,35,24.57,53,35,18,26.55,86304,80680,35392,27096,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
6,160,122,38,23.81,52,35,17,25.69,79608,74232,35520,27672,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
7,160,128,32,24.24,56,35,21,26.25,87368,82520,37344,28136,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
8,160,124,36,24.04,50,35,15,26.16,81512,76328,35608,28256,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
9,160,123,37,24.44,54,34,20,26.26,81336,75704,36768,27848,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
10,160,126,34,24.74,53,34,19,26.55,93776,88480,37048,28544,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
11,160,124,36,24.34,51,35,16,26.1,83072,77720,36800,29112,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
12,160,126,34,24.2,57,36,21,26.05,82112,77464,38888,29488,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
13,160,129,31,24.39,49,34,15,26.31,87128,82288,33816,27216,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
14,160,128,32,24.22,54,36,18,26.15,96032,91216,35576,29560,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
15,160,126,34,24.76,46,35,11,26.78,81776,76448,32704,28928,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
16,160,123,37,24.34,50,36,14,26.4,81168,75536,36152,31304,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
17,160,124,36,23.56,46,35,11,25.52,80472,75280,32352,28752,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
18,160,125,35,24.02,50,34,16,25.88,84664,79416,33480,27992,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
19,160,126,34,24.28,49,34,15,26.22,85480,80376,33256,28248,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
20,160,124,36,24.46,49,35,14,26.27,87952,82664,34424,29544,4,0,51,5,241227-101034_Run_2_Idx_35877,2000,0,4.9999999999999996e-05,20000000,1,0
