RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,50,39,11,5,75,60,15,5
2,70,49,21,5,82,64,18,5
3,69,45,24,5,78,63,15,5
4,80,55,25,5,89,70,19,5
5,59,37,22,5,61,49,12,5
6,63,40,23,5,75,59,16,5
7,65,46,19,5,79,62,17,5
8,58,41,17,5,65,55,10,5
9,64,40,24,5,72,51,21,5
10,64,44,20,5,74,54,20,5
