RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,148,70,78,24.12,40,21,19,26.18,115688,62600,37128,17104,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
2,154,69,85,23.94,47,23,24,25.85,104688,42104,42408,18024,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
3,151,72,79,24.28,45,24,21,26.02,106240,47584,39896,19584,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
4,152,75,77,24.3,43,24,19,26.21,117712,54272,39256,19584,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
5,150,73,77,24.16,46,23,23,26.48,104384,46672,41000,19000,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
6,154,71,83,24.19,41,23,18,25.93,124448,46400,34952,18448,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
7,155,69,86,24.26,43,23,20,26.44,104776,40088,39072,18560,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
8,156,72,84,24.25,42,24,18,26.05,119584,45032,37056,19144,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
9,156,70,86,24.6,43,24,19,26.53,116752,42872,39152,19896,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
10,154,67,87,23.79,47,24,23,25.6,119240,52408,43096,19696,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
11,153,74,79,24.44,47,25,22,26.49,105304,46440,43416,21152,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
12,151,72,79,24.81,40,23,17,26.75,115096,49520,36664,18768,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
13,153,69,84,24.24,36,23,13,26.0,106824,42632,31760,18856,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
14,152,69,83,24.43,45,22,23,26.33,112912,47064,39432,17624,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
15,155,73,82,24.39,45,24,21,26.38,125296,51384,41536,19544,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
16,151,68,83,24.09,41,22,19,26.22,142024,52440,35048,17208,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
17,149,73,76,24.71,46,22,24,26.74,109984,52200,39848,17496,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
18,154,66,88,24.09,43,24,19,25.98,102416,40040,37400,18720,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
19,154,69,85,23.84,50,24,26,25.92,97088,37768,41792,18320,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
20,154,73,81,23.78,41,23,18,25.73,115576,44808,35464,17488,4,5000000,51,5,241227-101435_Run_14_Idx_2872,2000,5000000,4.9999999999999996e-05,20000000,1,0
