RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,50,27,23,2.0,26,17,9,0.19,14104,6552,2000,1424,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
2,50,25,25,2.08,25,17,8,0.2,12192,5968,1536,1024,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
3,48,30,18,1.46,26,17,9,0.19,8856,5304,1944,1368,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
4,43,29,14,2.16,26,16,10,0.38,10640,6304,1616,976,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
5,44,29,15,1.93,25,16,9,0.4,10840,5880,2240,1296,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
6,40,29,11,2.0,28,15,13,0.18,10144,5816,1648,864,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
7,50,29,21,2.18,30,16,14,0.33,15640,6344,3264,1264,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
8,55,30,25,1.47,29,14,15,0.34,11896,5664,2504,1176,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
9,46,29,17,1.74,27,13,14,0.19,9464,5816,1632,768,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
10,50,30,20,1.72,27,15,12,0.19,11120,6208,1664,912,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
11,48,29,19,1.46,26,15,11,0.0,9744,5824,1584,896,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
12,40,29,11,2.12,25,16,9,0.0,10416,6336,1408,928,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
13,47,28,19,1.83,22,16,6,0.0,11264,5832,1368,984,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
14,40,27,13,2.17,24,16,8,0.0,12008,6024,1488,1008,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
15,42,29,13,1.6,23,17,6,0.22,7304,5296,1376,1056,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
16,45,29,16,1.87,23,18,5,0.0,10104,5720,1424,1120,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
17,43,28,15,1.56,23,17,6,0.43,8920,4992,1472,1088,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
18,41,28,13,1.66,24,17,7,0.42,9656,4688,1808,1408,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
19,47,27,20,1.87,23,17,6,0.0,12768,5352,1424,1040,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
20,46,28,18,1.78,25,17,8,0.2,10320,6024,1968,1456,7,6000000,51,5,241228-131213_Run_3_Idx_3660,2000,6000000,4.9999999999999996e-05,8000000,1,0
