RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,131,75,56,5,89,63,26,5
2,128,72,56,5,114,80,34,5
3,131,73,58,5,88,66,22,5
4,131,73,58,5,107,82,25,5
5,127,74,53,5,128,93,35,5
6,130,77,53,5,99,72,27,5
7,128,78,50,5,114,84,30,5
8,127,72,55,5,127,90,37,5
9,129,75,54,5,123,91,32,5
10,134,72,62,5,118,86,32,5
