RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,89,38,51,24.53,22,13,9,26.55,146928,59136,45456,26088,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
2,94,42,52,24.06,24,12,12,26.25,144008,64584,47616,23808,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
3,87,42,45,24.25,21,12,9,26.43,137144,65000,42824,23456,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
4,92,42,50,24.2,21,12,9,25.95,147016,63776,41856,22488,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
5,93,41,52,23.92,21,12,9,25.86,147440,61640,41184,21816,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
6,92,41,51,24.41,20,11,9,26.5,147840,61632,36096,20184,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
7,92,41,51,24.43,15,12,3,26.87,140712,59848,29304,22848,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
8,87,40,47,24.63,21,12,9,26.71,140464,59632,41672,24128,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
9,90,39,51,24.29,20,11,9,26.3,143784,58952,40960,21592,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
10,90,41,49,24.62,21,12,9,26.81,139520,60552,39496,21760,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
11,88,39,49,23.82,19,12,7,25.74,128880,54832,36344,22592,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
12,95,41,54,24.14,22,12,10,25.82,139936,58752,40720,22848,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
13,89,41,48,23.99,16,12,4,26.38,130016,59976,31032,22968,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
14,85,41,44,24.27,22,11,11,26.27,134928,63200,45520,23064,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
15,89,40,49,24.12,22,13,9,26.27,133608,60512,46224,26856,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
16,91,42,49,24.1,21,12,9,25.95,150664,67040,43048,24448,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
17,82,38,44,24.39,19,10,9,26.47,126256,58712,39800,20432,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
18,89,41,48,24.38,20,11,9,26.45,139472,62944,40672,21688,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
19,92,39,53,23.74,22,11,11,25.91,135840,57832,44048,21144,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
20,91,41,50,24.76,27,10,17,26.56,146528,64328,51992,19760,7,5000000,51,5,241227-101207_Run_15_Idx_72480,2000,5000000,4.9999999999999996e-05,20000000,1,0
