RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,122,61,61,5,90,60,30,5
2,123,66,57,5,79,53,26,5
3,122,58,64,5,91,57,34,5
4,127,63,64,5,111,67,44,5
5,115,57,58,5,79,54,25,5
6,124,61,63,5,86,56,30,5
7,116,62,54,5,82,53,29,5
8,114,65,49,5,108,68,40,5
9,119,62,57,5,106,68,38,5
10,117,60,57,5,86,57,29,5
