RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,54,45,9,1.93,27,17,10,0.22,12496,7824,1952,1312,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
2,59,44,15,1.78,24,15,9,0.42,14304,7344,1504,928,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
3,53,44,9,1.26,28,17,11,0.07,7976,6144,1792,1040,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
4,54,44,10,1.76,25,17,8,0.08,10896,7168,1584,1072,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
5,50,44,6,1.46,24,16,8,0.04,9456,6776,1520,1008,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
6,53,45,8,1.57,22,15,7,0.32,11216,7040,1424,944,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
7,54,44,10,1.81,25,17,8,0.0,12464,7168,1568,1056,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
8,51,43,8,1.88,27,17,10,0.19,10608,6704,2208,1312,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
9,50,42,8,1.74,25,17,8,0.44,9512,6928,1824,1312,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
10,49,42,7,1.78,29,18,11,0.55,11160,7000,1792,1088,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
11,52,42,10,1.85,28,16,12,0.04,12496,6720,1808,1008,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
12,51,44,7,1.73,27,17,10,0.11,10536,7288,1776,1088,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
13,54,43,11,1.56,26,17,9,0.42,10096,6640,1896,1320,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
14,54,43,11,1.59,26,17,9,0.38,11976,6872,1632,1056,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
15,54,44,10,1.52,24,16,8,0.29,9024,6432,1552,1040,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
16,48,43,5,1.9,28,15,13,0.39,9024,6864,2576,1232,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
17,51,43,8,1.35,26,16,10,0.0,9152,5912,1664,1024,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
18,52,43,9,1.27,24,16,8,0.04,9416,5640,1536,1024,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
19,54,38,16,1.91,24,15,9,0.38,13320,6048,1552,976,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
20,53,44,9,1.6,26,16,10,0.42,11112,6904,2432,1536,7,9500000,51,5,241228-133453_Run_3_Idx_21996,2000,9500000,4.9999999999999996e-05,1000000,1,0
