RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,142,133,9,1.12,50,43,7,0.3,8136,6336,1544,1320,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
2,140,127,13,1.2,51,42,9,0.24,8528,6144,1664,1376,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
3,141,132,9,0.88,49,42,7,0.29,6528,5696,1768,1528,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
4,142,130,12,1.38,50,42,8,0.28,8168,5888,1640,1384,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
5,143,129,14,0.99,54,41,13,0.15,7352,5752,1632,1216,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
6,141,130,11,1.0,53,41,12,0.04,7832,6000,1632,1232,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
7,142,133,9,1.04,50,42,8,0.22,7912,6488,1752,1496,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
8,142,131,11,1.13,56,42,14,0.36,7888,6016,1968,1520,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
9,143,133,10,0.96,51,42,9,0.22,6840,5640,2048,1400,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
10,142,132,10,1.11,50,42,8,0.18,8488,6456,1768,1392,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
11,139,129,10,1.17,51,42,9,0.08,7912,6048,1560,1272,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
12,140,128,12,1.22,53,42,11,0.13,7504,6008,1600,1248,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
13,139,125,14,1.28,52,42,10,0.23,8672,5984,1608,1288,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
14,139,126,13,1.34,53,42,11,0.4,10008,7024,2080,1488,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
15,137,131,6,0.8,48,42,6,0.31,5808,5536,1800,1608,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
16,136,127,9,1.34,49,42,7,0.37,8656,6104,1616,1392,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
17,142,124,18,1.03,50,40,10,0.32,8040,5688,1600,1248,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
18,143,132,11,0.86,53,41,12,0.04,7072,5448,1656,1248,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
19,142,130,12,0.99,49,41,8,0.02,7920,6288,1488,1232,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
20,143,129,14,1.11,48,42,6,0.21,7776,6240,1688,1496,4,9500000,51,5,241228-133558_Run_2_Idx_54682,2000,9500000,4.9999999999999996e-05,1000000,1,0
