RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,17,8,9,2.59,12,3,9,0.0,10864,6376,1728,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
2,17,9,8,3.06,11,3,8,0.0,11624,7744,1584,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
3,22,9,13,1.55,15,4,11,0.0,11920,5728,2160,576,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
4,22,9,13,3.41,15,4,11,0.0,16128,6944,2040,536,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
5,23,8,15,1.52,14,4,10,0.0,14400,5624,2016,576,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
6,22,9,13,1.59,14,4,10,0.0,8352,5184,1776,496,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
7,20,8,12,1.95,13,4,9,0.0,9720,5680,1512,456,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
8,22,8,14,2.36,12,3,9,0.0,17008,6632,1728,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
9,19,9,10,1.63,9,3,6,0.0,9416,5152,1296,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
10,17,8,9,2.18,13,4,9,0.0,12144,5960,1712,536,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
11,14,8,6,2.36,9,3,6,0.0,7048,5408,1136,392,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
12,15,9,6,3.27,13,4,9,0.0,15816,7672,1712,536,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
13,19,7,12,2.16,9,3,6,0.0,14248,6568,1136,392,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
14,18,9,9,1.44,12,4,8,0.0,9176,4944,1448,496,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
15,18,9,9,1.61,11,4,7,0.0,12864,5224,1584,576,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
16,17,9,8,2.18,12,4,8,0.0,11312,6360,1728,576,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
17,13,7,6,2.08,11,4,7,0.0,7528,4880,1584,576,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
18,24,8,16,1.21,9,3,6,0.0,13272,5040,1296,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
19,18,8,10,1.72,9,3,6,0.0,7288,4592,1256,392,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
20,19,8,11,2.47,11,3,8,0.0,13008,6952,1584,432,14,5000000,51,5,241228-130149_Run_4_Idx_79996,2000,5000000,4.9999999999999996e-05,10000000,1,0
