RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,119,61,58,5,88,60,28,5
2,121,58,63,5,84,57,27,5
3,115,60,55,5,97,62,35,5
4,125,58,67,5,88,57,31,5
5,119,56,63,5,82,52,30,5
6,130,60,70,5,87,58,29,5
7,114,57,57,5,96,61,35,5
8,111,61,50,5,95,61,34,5
9,114,59,55,5,100,65,35,5
10,117,59,58,5,91,61,30,5
