RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,14,8,6,4.07,12,3,9,0.25,12288,6320,1728,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
2,14,8,6,3.86,14,4,10,0.07,10136,7704,2320,632,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
3,20,9,11,1.85,14,4,10,0.0,10480,5760,1936,536,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
4,18,8,10,2.56,13,4,9,0.31,12880,6840,1672,496,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
5,19,9,10,2.26,13,4,9,0.08,11672,5696,1872,576,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
6,17,7,10,2.18,9,3,6,0.0,11032,4944,1136,392,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
7,21,8,13,1.9,9,3,6,0.22,9456,5560,1136,392,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
8,16,8,8,2.69,9,3,6,0.0,10528,6536,1136,392,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
9,20,9,11,1.75,9,3,6,0.0,10240,5152,1136,392,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
10,19,8,11,2.11,13,4,9,0.08,15336,5896,1872,576,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
11,24,9,15,1.67,12,4,8,0.0,12704,5416,1728,576,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
12,18,8,10,3.39,9,3,6,0.11,12896,7568,1296,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
13,14,9,5,2.93,13,4,9,0.0,7952,6784,1552,496,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
14,24,8,16,1.71,12,3,9,0.08,12968,4864,1728,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
15,19,9,10,1.53,13,4,9,0.08,10448,5248,2056,592,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
16,17,9,8,2.35,11,3,8,0.0,11480,6360,1584,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
17,18,7,11,1.72,11,3,8,0.09,12040,4848,1584,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
18,20,7,13,1.75,10,3,7,0.0,14528,4880,1440,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
19,22,8,14,1.68,11,3,8,0.09,12880,4568,1584,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
20,19,8,11,2.63,11,3,8,0.0,13592,6984,1584,432,14,1000000,51,5,241228-123545_Run_4_Idx_5227,2000,1000000,4.9999999999999996e-05,18000000,1,0
