RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,44,27,17,2.36,27,16,11,0.44,12944,6624,1976,1272,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
2,45,25,20,2.24,25,16,9,0.12,12592,6288,1552,976,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
3,44,25,19,1.77,28,16,12,0.21,8432,5088,2128,1168,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
4,48,27,21,2.0,30,16,14,0.1,9888,6208,2256,1168,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
5,47,27,20,1.94,27,15,12,0.44,10232,5816,1616,864,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
6,44,27,17,1.86,26,16,10,0.35,9752,5824,1696,1104,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
7,44,27,17,2.43,28,16,12,0.43,12688,5992,2072,1320,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
8,44,26,18,2.18,24,17,7,0.25,10304,5816,1664,1216,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
9,42,28,14,2.17,23,15,8,0.0,10248,6168,1392,880,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
10,43,27,16,1.98,27,16,11,0.11,10672,6064,1640,936,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
11,45,25,20,2.16,26,15,11,0.12,13688,5736,1584,912,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
12,42,28,14,2.19,26,15,11,0.35,10088,6344,1728,1072,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
13,49,28,21,1.59,24,17,7,0.5,11032,5504,1976,1560,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
14,45,28,17,2.09,28,18,10,0.54,11648,5648,2480,1488,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
15,44,28,16,1.75,28,17,11,0.11,9184,5472,1760,1072,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
16,41,26,15,2.2,25,18,7,0.48,10888,5712,1760,1328,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
17,45,26,19,1.53,23,17,6,0.26,11128,4840,1664,1280,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
18,41,27,14,1.73,23,18,5,0.0,10264,4608,1440,1120,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
19,47,28,19,1.85,24,17,7,0.12,12264,5400,2272,1248,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
20,50,27,23,1.82,22,15,7,0.27,12128,5656,1920,1104,7,0,51,5,241228-122836_Run_3_Idx_50238,2000,0,4.9999999999999996e-05,20000000,1,0
