timestamp,error_indication_count,average_latency,latency_histogram,pci,rnti,cqi,ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_bs,pusch_snr_db,pucch_snr_db,ta_ns,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,bsr
1740764842.96,0,8,"[1999, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,10044336.0,372,0,21409,32.532066,21.947098,145.975747,28,296856.0,62,0,0
1740764843.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,37917048.0,1207,0,173700,32.28391,25.647957,137.837731,28,505640.0,87,0,535
1740764844.96,0,14,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44408568.0,1400,0,429713,32.9061,25.004805,145.975747,28,464456.0,100,0,276
1740764845.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,715728,32.86576,24.581385,154.113778,28,443856.0,100,0,535
1740764846.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,984895,32.74092,24.805765,97.147627,28,468280.0,100,0,535
1740764847.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44379888.0,1399,1,1252920,32.8935,25.756441,104.777023,28,452704.0,100,0,384
1740764848.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44408568.0,1400,0,1545508,32.88652,25.47591,112.915039,28,495584.0,100,0,745
1740764849.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,1814684,32.83848,25.15721,122.070318,28,485056.0,100,0,535
1740764850.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44379888.0,1399,1,2093972,32.85274,24.94299,122.070318,28,492824.0,100,0,535
1740764851.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,2177681,32.97514,25.168806,130.208335,28,499672.0,100,0,535
1740764852.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44408568.0,1400,0,2254425,32.8282,25.26778,137.837731,28,471272.0,100,0,745
1740764853.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44379888.0,1399,1,2198741,32.84376,24.914946,145.975747,28,455376.0,100,0,535
1740764854.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,2274607,32.830482,24.672125,154.113778,28,492136.0,100,0,535
1740764855.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44379888.0,1399,1,2218537,32.944202,24.501358,162.251794,28,453248.0,99,0,535
1740764856.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44372712.0,1399,1,2299755,32.79998,25.985138,104.777023,28,457464.0,99,0,535
1740764857.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,2239583,32.7433,25.641645,112.915039,28,483544.0,100,0,535
1740764858.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44415744.0,1400,0,2179045,32.716663,25.193832,112.915039,28,458064.0,100,0,535
1740764859.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,15,1.0,28,44379888.0,1399,1,2259367,32.575596,24.975945,122.070318,28,449224.0,99,0,384
1740764860.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,14,1.0,27,34869544.0,1155,245,2061399,28.095556,23.310251,130.208335,28,263184.0,60,12,14
1740764861.96,0,11,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,9,1.0,8,8907296.0,1206,194,2213428,23.798729,22.855572,137.837731,28,140168.0,38,17,0
1740764862.96,0,13,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,7,1.0,2,3126104.0,1275,125,2107730,22.866837,22.730684,145.975747,28,144896.0,35,20,0
1740764863.96,0,12,"[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,17921,7,1.0,2,2728856.0,1287,113,2186120,22.92152,22.512482,154.113778,28,144256.0,34,20,0
