RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,49,35,14,5,61,46,15,5
2,65,41,24,5,75,62,13,5
3,51,36,15,5,77,64,13,5
4,48,35,13,5,76,61,15,5
5,59,35,24,5,86,68,18,5
6,61,40,21,5,68,50,18,5
7,54,31,23,5,77,59,18,5
8,58,35,23,5,69,53,16,5
9,55,34,21,5,73,55,18,5
10,62,38,24,5,76,57,19,5
