RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,116,58,58,5,85,57,28,5
2,121,61,60,5,90,56,34,5
3,114,60,54,5,87,54,33,5
4,118,60,58,5,99,66,33,5
5,117,59,58,5,87,56,31,5
6,122,63,59,5,75,53,22,5
7,123,61,62,5,104,67,37,5
8,121,62,59,5,105,67,38,5
9,118,64,54,5,97,67,30,5
10,125,63,62,5,75,53,22,5
