RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,53,35,18,5,56,47,9,5
2,63,38,25,5,80,64,16,5
3,62,41,21,5,68,56,12,5
4,48,34,14,5,80,61,19,5
5,50,32,18,5,71,58,13,5
6,60,40,20,5,65,52,13,5
7,53,32,21,5,87,64,23,5
8,55,35,20,5,79,60,19,5
9,55,33,22,5,80,63,17,5
10,60,36,24,5,84,63,21,5
