RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,68,47,21,5,75,58,17,5
2,69,47,22,5,76,61,15,5
3,78,51,27,5,75,62,13,5
4,71,45,26,5,85,67,18,5
5,52,37,15,5,79,61,18,5
6,61,38,23,5,65,55,10,5
7,68,49,19,5,70,53,17,5
8,50,34,16,5,81,61,20,5
9,50,36,14,5,65,51,14,5
10,55,38,17,5,81,60,21,5
