RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,59,45,14,5,80,64,16,5
2,66,47,19,5,67,53,14,5
3,69,45,24,5,71,55,16,5
4,69,45,24,5,94,72,22,5
5,51,34,17,5,79,61,18,5
6,52,35,17,5,80,63,17,5
7,63,38,25,5,71,54,17,5
8,77,46,31,5,79,61,18,5
9,47,35,12,5,53,43,10,5
10,56,38,18,5,66,51,15,5
