RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,56,41,15,5,74,65,9,5
2,67,47,20,5,80,62,18,5
3,90,57,33,5,82,62,20,5
4,63,48,15,5,78,58,20,5
5,59,38,21,5,61,48,13,5
6,64,41,23,5,56,43,13,5
7,70,48,22,5,63,46,17,5
8,49,39,10,5,78,60,18,5
9,60,42,18,5,65,51,14,5
10,63,40,23,5,87,66,21,5
