RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,57,34,23,5,91,73,18,5
2,66,36,30,5,101,78,23,5
3,65,36,29,5,70,51,19,5
4,53,35,18,5,104,73,31,5
5,67,37,30,5,84,59,25,5
6,70,45,25,5,88,64,24,5
7,65,36,29,5,72,52,20,5
8,58,39,19,5,100,76,24,5
9,64,40,24,5,92,68,24,5
10,83,47,36,5,87,70,17,5
