RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,71,50,21,5,76,58,18,5
2,59,41,18,5,77,61,16,5
3,66,42,24,5,75,56,19,5
4,62,39,23,5,78,61,17,5
5,48,33,15,5,78,61,17,5
6,56,33,23,5,80,60,20,5
7,60,38,22,5,71,57,14,5
8,57,39,18,5,71,59,12,5
9,54,36,18,5,74,57,17,5
10,56,37,19,5,56,44,12,5
