RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,64,46,18,5,72,60,12,5
2,78,56,22,5,67,54,13,5
3,64,42,22,5,71,53,18,5
4,68,44,24,5,85,65,20,5
5,49,36,13,5,65,45,20,5
6,61,38,23,5,57,45,12,5
7,53,35,18,5,79,63,16,5
8,56,41,15,5,95,75,20,5
9,61,41,20,5,74,61,13,5
10,63,39,24,5,88,67,21,5
