RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,numPulses,pulseIdxOffset_ms
1,135,104,31,1.28,51,43,8,0.27,8288,5792,1752,1496,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
2,134,103,31,1.19,50,43,7,0.24,7904,5408,1600,1376,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
3,136,102,34,0.99,54,42,12,0.19,6496,4824,1672,1288,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
4,133,97,36,1.41,50,41,9,0.22,8552,4944,1608,1344,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
5,137,102,35,0.98,49,43,6,0.2,7176,5048,1576,1368,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
6,133,105,28,1.09,54,41,13,0.28,7784,5744,1736,1272,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
7,134,105,29,1.14,52,42,10,0.23,7856,5448,1816,1400,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
8,133,99,34,1.15,50,41,9,0.22,8400,4960,1792,1392,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
9,135,104,31,1.1,48,42,6,0.19,7104,5248,1512,1312,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
10,131,106,25,1.2,47,42,5,0.09,7504,5280,1432,1272,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
11,134,106,28,0.99,48,42,6,0.19,7528,5232,1544,1352,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
12,132,105,27,1.27,51,43,8,0.27,7272,5464,1736,1480,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
13,131,103,28,1.15,54,42,12,0.22,9152,6160,1760,1400,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
14,133,109,24,1.39,53,42,11,0.32,9248,6616,1784,1368,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
15,136,104,32,0.79,54,41,13,0.28,5984,4600,1736,1264,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
16,131,100,31,1.31,50,41,9,0.14,9200,5568,1512,1224,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
17,133,104,29,1.02,52,40,12,0.31,7296,5432,1688,1248,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
18,132,104,28,0.95,52,41,11,0.31,6976,4712,1768,1352,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
19,137,106,31,1.0,50,41,9,0.14,8120,5688,1888,1336,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
20,137,107,30,1.16,51,42,9,0.24,7944,5648,1696,1408,4,2000000,51,5,241228-124220_Run_2_Idx_82817,2000,2000000,4.9999999999999996e-05,16000000,1,0
