RNTIs_DL,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL
1,69,46,23,5,76,59,17,5
2,69,47,22,5,73,57,16,5
3,80,52,28,5,80,62,18,5
4,69,48,21,5,84,67,17,5
5,57,37,20,5,71,58,13,5
6,59,37,22,5,66,52,14,5
7,45,34,11,5,69,53,16,5
8,55,36,19,5,70,56,14,5
9,57,38,19,5,65,50,15,5
10,50,33,17,5,87,64,23,5
